Nuclide,Isomeric,Z,Jp,DecayMode,BranchRatio,Ex_MeV,Q_MeV,Status,Hf_inequality,Hf,Hf_err_u,Hf_err_d,Hf_unit,Abundance_per,Abundance_err_per,Mass,Mass_err,IfSystematics,HalfLife_sec
211Po,M,84,(25/2+),IT,0.02,1.462,1.462,unstable,EQUAL,25.2,0.6,0.6,S,,,-10.971,0.001,,2.52E+01
212Po,,84,0+,A,100.00,0,8.954,unstable,EQUAL,0.299,0.002,0.002,US,,,-10.37,0.001,,2.99E-07
212Po,M,84,6+,A,@71.00,1.3555,10.31,unstable,EQUAL,0.76,0.21,0.21,NS,,,-9.0145,0.001,,7.60E-10
212Po,M,84,8+,A,@42.00,1.4764,10.43,unstable,EQUAL,17.1,0.2,0.2,NS,,,-8.8936,0.001,,1.71E-08
212Po,M,84,(18+),A,99.93,2.922,11.876,unstable,EQUAL,45.1,0.6,0.6,S,,,-7.448,0.001,,4.51E+01
212Po,M,84,(18+),IT,0.07,2.922,2.922,unstable,EQUAL,45.1,0.6,0.6,S,,,-7.448,0.001,,4.51E+01
213Po,,84,9/2+,A,100.00,0,8.536,unstable,EQUAL,3.72,0.02,0.02,US,,,-6.654,0.003,,3.72E-06
213Po,M,84,7/2+,IT,,0.4405,0.44,unstable,EQUAL,93,14,14,PS,,,-6.2135,0.003,,9.30E-11
213Po,M,84,7/2+,A,1.0E-3,0.4405,8.977,unstable,EQUAL,93,14,14,PS,,,-6.2135,0.003,,9.30E-11
214Po,,84,0+,A,100.00,0,7.833,unstable,EQUAL,164.3,2,2,US,,,-4.47,0.001,,1.64E-04
215Po,,84,9/2+,A,100.00,0,7.526,unstable,EQUAL,1.781,0.004,0.004,MS,,,-0.54,0.002,,1.78E-03
215Po,,84,9/2+,B-,2.3E-4,0,0.715,unstable,EQUAL,1.781,0.004,0.004,MS,,,-0.54,0.002,,1.78E-03
216Po,,84,0+,A,100.00,0,6.906,unstable,EQUAL,0.145,0.002,0.002,S,,,1.778,0.002,,1.45E-01
217Po,,84,(9/2+),A,,0,6.66,unstable,EQUAL,1.53,0.05,0.05,S,,,5.886,0.006,,1.53E+00
218Po,,84,0+,A,99.98,0,6.115,unstable,EQUAL,3.098,1.2e-15,1.2e-15,M,,,8.357,0.002,,1.86E+02
218Po,,84,0+,B-,0.02,0,0.26,unstable,EQUAL,3.098,1.2e-15,1.2e-15,M,,,8.357,0.002,,1.86E+02
219Po,,84,,B-,,0,2.405,unstable,GT,300,,,NS,,,12.591,0.2,S,3.00E-07
220Po,,84,0+,B-,,0,1.113,unstable,GT,300,,,NS,,,15.26,0.201,S,3.00E-07
221Po,,84,,B-,?,,0,unstable,EQUAL,112,58,28,S,,,19.783,0.057,,1.12E+02
222Po,,84,0+,B-,?,0,0,unstable,EQUAL,550,430,430,S,,,22.479,0.067,,5.50E+02
223Po,,84,,B-,,0,0,unstable,GT,300,,,NS,,,26.827,0.196,S,3.00E-07
224Po,,84,0+,B-,,0,0,unstable,GT,300,,,NS,,,29.705,0.298,S,3.00E-07
225Po,,84,,B-,,0,0,unstable,GT,300,,,NS,,,34.279,0.298,S,3.00E-07
226Po,,84,0+,B-,,0,0,unstable,GT,300,,,NS,,,37.288,0.401,S,3.00E-07
227Po,,84,,B-,,0,0,unstable,GT,300,,,NS,,,42.02,0.401,S,3.00E-07
191At,,85,(1/2+),A,100.00,0,7.82,unstable,EQUAL,1.7,1.1,0.5,MS,,,3.861,0.016,,1.70E-03
191At,M,85,(7/2-),A,100.00,0.055,7.875,unstable,EQUAL,2.1,0.4,0.3,MS,,,3.916,0.016,,2.10E-03
192At,M,85,,A,100.00,0,7.696,unstable,EQUAL,11.5,0.6,0.6,MS,,,2.919,0.055,,1.15E-02
192At,M,85,(9-,10-),A,100.00,0,7.696,unstable,EQUAL,88,6,6,MS,,,2.919,0.055,,8.80E-02
193At,,85,(1/2+),A,100.00,0,7.49,unstable,EQUAL,28,5,4,MS,,,-0.065,0.054,,2.80E-02
193At,M,85,(7/2-),A,100.00,0.005,7.495,unstable,EQUAL,21,5,5,MS,,,-0.06,0.054,,2.10E-02
193At,M,85,(13/2+),IT,76.00,0.039,0.039,unstable,EQUAL,27,4,3,MS,,,-0.026,0.054,,2.70E-02
193At,M,85,(13/2+),A,24.00,0.039,7.529,unstable,EQUAL,27,4,3,MS,,,-0.026,0.054,,2.70E-02
194At,M,85,(9-10-),A,,0,7.291,unstable,EQUAL,310,8,8,MS,,,-0.699,0.03,,3.10E-01
194At,M,85,,A,,0,7.291,unstable,EQUAL,253,10,10,MS,,,-0.699,0.03,,2.53E-01
195At,,85,1/2+,A,100.00,0,7.339,unstable,EQUAL,328,20,20,MS,,,-3.476,0.009,,3.28E-01
195At,M,85,7/2-,A,100.00,0,7.339,unstable,EQUAL,147,5,5,MS,,,-3.476,0.009,,1.47E-01
196At,,85,(3+),A,@95.10,0,7.198,unstable,EQUAL,0.388,0.007,0.007,S,,,-3.923,0.059,,3.88E-01
196At,,85,(3+),EC,@4.90,0,9.551,unstable,EQUAL,0.388,0.007,0.007,S,,,-3.923,0.059,,3.88E-01
197At,,85,(9/2-),A,96.10,0,7.104,unstable,EQUAL,0.388,0.006,0.006,S,,,-6.344,0.05,,3.88E-01
197At,,85,(9/2-),EC,3.90,0,7.014,unstable,EQUAL,0.388,0.006,0.006,S,,,-6.344,0.05,,3.88E-01
197At,M,85,(1/2+),A,&100.00,0.052,7.156,unstable,EQUAL,2.0,2,2,S,,,-6.292,0.05,,2.00E+00
197At,M,85,(1/2+),EC,,0.052,7.066,unstable,EQUAL,2.0,2,2,S,,,-6.292,0.05,,2.00E+00
197At,M,85,(1/2+),IT,&4.0E-3,0.052,0.052,unstable,EQUAL,2.0,2,2,S,,,-6.292,0.05,,2.00E+00
198At,,85,(3+),A,90.00,0,6.893,unstable,EQUAL,3.8,0.4,0.4,S,,,-6.65,0.014,,3.80E+00
198At,,85,(3+),EC,10.00,0,8.801,unstable,EQUAL,3.8,0.4,0.4,S,,,-6.65,0.014,,3.80E+00
198At,M,85,(10-),A,84.00,0.102,6.995,unstable,EQUAL,1.04,0.15,0.15,S,,,-6.548,0.014,,1.04E+00
198At,M,85,(10-),EC,16.00,0.102,8.903,unstable,EQUAL,1.04,0.15,0.15,S,,,-6.548,0.014,,1.04E+00
199At,,85,(9/2-),A,90.00,0,6.78,unstable,EQUAL,7.03,0.15,0.15,S,,,-8.822,0.005,,7.03E+00
199At,,85,(9/2-),EC,10.00,0,6.396,unstable,EQUAL,7.03,0.15,0.15,S,,,-8.822,0.005,,7.03E+00
199At,M,85,(29/2+),IT,100.00,0,0,unstable,EQUAL,0.80,0.5,0.5,US,,,-8.822,0.005,,8.00E-07
200At,,85,(3+),A,52.00,0,6.596,unstable,EQUAL,43,1,1,S,,,-8.987,0.024,,4.30E+01
200At,,85,(3+),EC,48.00,0,7.967,unstable,EQUAL,43,1,1,S,,,-8.987,0.024,,4.30E+01
200At,M,85,(7+),EC,&57.00,0.112,8.079,unstable,EQUAL,47,1,1,S,,,-8.875,0.024,,4.70E+01
200At,M,85,(7+),A,43.00,0.112,6.708,unstable,EQUAL,47,1,1,S,,,-8.875,0.024,,4.70E+01
200At,M,85,(10-),EC,<89.50,0.344,8.311,unstable,EQUAL,7.3,2.6,1.5,S,,,-8.643,0.024,,7.30E+00
200At,M,85,(10-),IT,<89.50,0.344,0.344,unstable,EQUAL,7.3,2.6,1.5,S,,,-8.643,0.024,,7.30E+00
200At,M,85,(10-),A,@10.50,0.344,6.94,unstable,EQUAL,7.3,2.6,1.5,S,,,-8.643,0.024,,7.30E+00
201At,,85,(9/2-),A,71.00,0,6.473,unstable,EQUAL,85.2,1.6,1.6,S,,,-10.789,0.008,,8.52E+01
201At,,85,(9/2-),EC,29.00,0,5.735,unstable,EQUAL,85.2,1.6,1.6,S,,,-10.789,0.008,,8.52E+01
202At,,85,(2+,3+),EC,63.00,0,7.333,unstable,EQUAL,184,1,1,S,,,-10.59,0.027,,1.84E+02
202At,,85,(2+,3+),A,37.00,0,6.354,unstable,EQUAL,184,1,1,S,,,-10.59,0.027,,1.84E+02
202At,M,85,(7+),EC,91.30,0,7.333,unstable,EQUAL,182,2,2,S,,,-10.59,0.027,,1.82E+02
202At,M,85,(7+),A,8.70,0,6.354,unstable,EQUAL,182,2,2,S,,,-10.59,0.027,,1.82E+02
202At,M,85,(10-),IT,99.90,0.3917,0.392,unstable,EQUAL,0.46,5e-16,5e-16,S,,,-10.1983,0.027,,4.60E-01
202At,M,85,(10-),A,0.10,0.3917,6.746,unstable,EQUAL,0.46,5e-16,5e-16,S,,,-10.1983,0.027,,4.60E-01
203At,,85,9/2-,EC,69.00,0,5.144,unstable,EQUAL,7.4,0.2,0.2,M,,,-12.163,0.011,,4.44E+02
203At,,85,9/2-,A,31.00,0,6.21,unstable,EQUAL,7.4,0.2,0.2,M,,,-12.163,0.011,,4.44E+02
204At,,85,7+,EC,96.09,0,6.458,unstable,EQUAL,9.12,1.1e-14,1.1e-14,M,,,-11.876,0.024,,5.47E+02
204At,,85,7+,A,3.91,0,6.07,unstable,EQUAL,9.12,1.1e-14,1.1e-14,M,,,-11.876,0.024,,5.47E+02
204At,M,85,10-,IT,100.00,0.5873,0.587,unstable,EQUAL,108,10,10,MS,,,-11.2887,0.024,,1.08E-01
205At,,85,9/2-,EC,90.00,0,4.537,unstable,EQUAL,26.9,0.8,0.8,M,,,-12.971,0.015,,1.61E+03
205At,,85,9/2-,A,10.00,0,6.019,unstable,EQUAL,26.9,0.8,0.8,M,,,-12.971,0.015,,1.61E+03
206At,,85,(5)+,EC,99.10,0,5.762,unstable,EQUAL,30.6,0.8,0.8,M,,,-12.428,0.015,,1.84E+03
206At,,85,(5)+,A,0.90,0,5.888,unstable,EQUAL,30.6,0.8,0.8,M,,,-12.428,0.015,,1.84E+03
207At,,85,9/2-,EC,91.40,0,3.903,unstable,EQUAL,1.81,0.03,0.03,H,,,-13.227,0.012,,6.52E+03
207At,,85,9/2-,A,8.60,0,5.872,unstable,EQUAL,1.81,0.03,0.03,H,,,-13.227,0.012,,6.52E+03
208At,,85,6+,EC,99.45,0,4.978,unstable,EQUAL,1.63,3e-16,3e-16,H,,,-12.469,0.008,,5.87E+03
208At,,85,6+,A,0.55,0,5.751,unstable,EQUAL,1.63,3e-16,3e-16,H,,,-12.469,0.008,,5.87E+03
209At,,85,9/2-,EC,95.90,0,3.486,unstable,EQUAL,5.41,0.05,0.05,H,,,-12.882,0.005,,1.95E+04
209At,,85,9/2-,A,4.10,0,5.757,unstable,EQUAL,5.41,0.05,0.05,H,,,-12.882,0.005,,1.95E+04
210At,,85,(5)+,EC,99.82,0,3.981,unstable,EQUAL,8.1,0.4,0.4,H,,,-11.972,0.007,,2.92E+04
210At,,85,(5)+,A,0.18,0,5.631,unstable,EQUAL,8.1,0.4,0.4,H,,,-11.972,0.007,,2.92E+04
211At,,85,9/2-,EC,58.20,0,0.785,unstable,EQUAL,7.214,0.007,0.007,H,,,-11.648,0.002,,2.60E+04
211At,,85,9/2-,A,41.80,0,5.982,unstable,EQUAL,7.214,0.007,0.007,H,,,-11.648,0.002,,2.60E+04
212At,,85,(1-),A,100.00,0,7.824,unstable,EQUAL,0.314,0.002,0.002,S,,,-8.628,0.002,,3.14E-01
212At,,85,(1-),EC,<0.03,0,0.038,unstable,EQUAL,0.314,0.002,0.002,S,,,-8.628,0.002,,3.14E-01
212At,,85,(1-),B-,<2.0E-6,0,0.038,unstable,EQUAL,0.314,0.002,0.002,S,,,-8.628,0.002,,3.14E-01
212At,M,85,(9-),A,>99.00,0.223,8.047,unstable,EQUAL,0.119,3e-17,3e-17,S,,,-8.405,0.002,,1.19E-01
212At,M,85,(9-),IT,<1.00,0.223,0.223,unstable,EQUAL,0.119,3e-17,3e-17,S,,,-8.405,0.002,,1.19E-01
213At,,85,9/2-,A,100.00,0,9.254,unstable,EQUAL,125,6,6,NS,,,-6.58,0.004,,1.25E-07
214At,,85,1-,A,100.00,0,8.987,unstable,EQUAL,558,10,10,NS,,,-3.38,0.004,,5.58E-07
214At,M,85,,A,<100.00,0.059,9.046,unstable,EQUAL,265,30,30,NS,,,-3.321,0.004,,2.65E-07
214At,M,85,9-,A,&100.00,0.232,9.219,unstable,EQUAL,760,15,15,NS,,,-3.148,0.004,,7.60E-07
215At,,85,9/2-,A,100.00,0,8.178,unstable,EQUAL,0.10,0.2,0.2,MS,,,-1.255,0.006,,1.00E-04
216At,,85,1-,A,100.00,0,7.95,unstable,EQUAL,0.30,0.3,0.3,MS,,,2.254,0.003,,3.00E-04
216At,,85,1-,B-,<6.0E-3,0,2.002,unstable,EQUAL,0.30,0.3,0.3,MS,,,2.254,0.003,,3.00E-04
216At,,85,1-,EC,<3.0E-7,0,2.002,unstable,EQUAL,0.30,0.3,0.3,MS,,,2.254,0.003,,3.00E-04
216At,M,85,(9-),A,100.00,0.413,8.363,unstable,EQUAL,,,,,,,2.667,0.003,,0.00E+00
217At,,85,9/2-,A,99.99,0,7.201,unstable,EQUAL,32.3,0.4,0.4,MS,,,4.395,0.004,,3.23E-02
217At,,85,9/2-,B-,7.0E-3,0,0.737,unstable,EQUAL,32.3,0.4,0.4,MS,,,4.395,0.004,,3.23E-02
218At,,85,,A,99.90,0,6.874,unstable,EQUAL,1.5,0.3,0.3,S,,,8.097,0.011,,1.50E+00
218At,,85,,B-,0.10,0,2.881,unstable,EQUAL,1.5,0.3,0.3,S,,,8.097,0.011,,1.50E+00
219At,,85,,A,@97.00,0,6.324,unstable,EQUAL,56,3,3,S,,,10.397,0.003,,5.60E+01
219At,,85,,B-,@3.00,0,1.566,unstable,EQUAL,56,3,3,S,,,10.397,0.003,,5.60E+01
220At,,85,3,B-,92.00,0,3.739,unstable,EQUAL,3.71,0.04,0.04,M,,,14.352,0.051,,2.23E+02
220At,,85,3,A,8.00,0,6.053,unstable,EQUAL,3.71,0.04,0.04,M,,,14.352,0.051,,2.23E+02
221At,,85,,B-,100.00,0,2.341,unstable,EQUAL,2.3,0.2,0.2,M,,,16.813,0.196,S,1.38E+02
222At,,85,,B-,100.00,0,4.427,unstable,EQUAL,54,10,10,S,,,20.642,0.298,S,5.40E+01
223At,,85,,B-,100.00,0,3.167,unstable,EQUAL,50,7,7,S,,,23.371,0.401,S,5.00E+01
224At,,85,,B-,?,,0,unstable,EQUAL,76,138,23,S,,,27.706,0.058,,7.60E+01
225At,,85,,B-,,0,0,unstable,GT,300,,,NS,,,30.152,0.401,S,3.00E-07
226At,,85,,B-,,0,0,unstable,GT,300,,,NS,,,34.158,0.503,S,3.00E-07
227At,,85,,B-,,0,0,unstable,GT,300,,,NS,,,37.204,0.503,S,3.00E-07
228At,,85,,B-,,0,0,unstable,GT,300,,,NS,,,41.368,0.503,S,3.00E-07
229At,,85,,B-,,0,0,unstable,GT,300,,,NS,,,44.6,0.503,S,3.00E-07
229At,,85,,BN,,0,0,unstable,GT,300,,,NS,,,44.6,0.503,S,3.00E-07
193Rn,,86,(3/2-),A,100.00,0,8.042,unstable,EQUAL,1.15,0.27,0.27,MS,,,9.045,0.022,,1.15E-03
194Rn,,86,0+,A,100.00,0,7.862,unstable,EQUAL,0.78,0.16,0.16,MS,,,5.723,0.016,,7.80E-04
195Rn,,86,3/2-,A,100.00,0,7.694,unstable,EQUAL,6,3,2,MS,,,5.063,0.051,,6.00E-03
195Rn,M,86,13/2+,A,100.00,0.059,7.753,unstable,EQUAL,5,3,2,MS,,,5.122,0.051,,5.00E-03
196Rn,,86,0+,A,99.90,0,7.617,unstable,EQUAL,4.4,1.3,0.9,MS,,,1.97,0.014,,4.40E-03
196Rn,,86,0+,EC,@0.10,0,5.894,unstable,EQUAL,4.4,1.3,0.9,MS,,,1.97,0.014,,4.40E-03
197Rn,,86,(3/2-),A,100.00,0,7.411,unstable,EQUAL,53,7,5,MS,,,1.476,0.06,,5.30E-02
197Rn,M,86,(13/2+),A,100.00,0,7.411,unstable,EQUAL,25,3,2,MS,,,1.476,0.06,,2.50E-02
198Rn,,86,0+,A,,0,7.349,unstable,EQUAL,65,3,3,MS,,,-1.231,0.013,,6.50E-02
198Rn,,86,0+,EC,,0,5.441,unstable,EQUAL,65,3,3,MS,,,-1.231,0.013,,6.50E-02
199Rn,,86,(3/2-),A,94.00,0,7.132,unstable,EQUAL,0.59,3e-16,3e-16,S,,,-1.51,0.063,,5.90E-01
199Rn,,86,(3/2-),EC,6.00,0,7.301,unstable,EQUAL,0.59,3e-16,3e-16,S,,,-1.51,0.063,,5.90E-01
199Rn,M,86,(13/2+),A,97.00,0.18,7.312,unstable,EQUAL,0.31,0.02,0.02,S,,,-1.33,0.063,,3.10E-01
199Rn,M,86,(13/2+),EC,3.00,0.18,7.481,unstable,EQUAL,0.31,0.02,0.02,S,,,-1.33,0.063,,3.10E-01
200Rn,,86,0+,A,86.00,0,7.043,unstable,EQUAL,1.03,0.2,0.11,S,,,-4.005,0.013,,1.03E+00
200Rn,,86,0+,EC,14.00,0,4.982,unstable,EQUAL,1.03,0.2,0.11,S,,,-4.005,0.013,,1.03E+00
201Rn,,86,(3/2-),A,,0,6.861,unstable,EQUAL,7.0,4,4,S,,,-4.072,0.049,,7.00E+00
201Rn,,86,(3/2-),EC,,0,6.717,unstable,EQUAL,7.0,4,4,S,,,-4.072,0.049,,7.00E+00
201Rn,M,86,(13/2+),EC,,0,6.717,unstable,EQUAL,3.8,0.1,0.1,S,,,-4.072,0.049,,3.80E+00
201Rn,M,86,(13/2+),A,,0,6.861,unstable,EQUAL,3.8,0.1,0.1,S,,,-4.072,0.049,,3.80E+00
202Rn,,86,0+,A,78.00,0,6.773,unstable,EQUAL,9.7,0.1,0.1,S,,,-6.275,0.017,,9.70E+00
202Rn,,86,0+,EC,22.00,0,4.316,unstable,EQUAL,9.7,0.1,0.1,S,,,-6.275,0.017,,9.70E+00
203Rn,,86,(3/2-),A,66.00,0,6.63,unstable,EQUAL,44,2,2,S,,,-6.16,0.023,,4.40E+01
203Rn,,86,(3/2-),EC,34.00,0,6.003,unstable,EQUAL,44,2,2,S,,,-6.16,0.023,,4.40E+01
203Rn,M,86,(13/2+),A,75.00,0.362,6.992,unstable,EQUAL,26.9,0.5,0.5,S,,,-5.798,0.023,,2.69E+01
203Rn,M,86,(13/2+),EC,25.00,0.362,6.365,unstable,EQUAL,26.9,0.5,0.5,S,,,-5.798,0.023,,2.69E+01
204Rn,,86,0+,A,72.40,0,6.546,unstable,EQUAL,74.5,1.4,1.4,S,,,-7.983,0.014,,7.45E+01
204Rn,,86,0+,EC,27.60,0,3.891,unstable,EQUAL,74.5,1.4,1.4,S,,,-7.983,0.014,,7.45E+01
205Rn,,86,5/2-,EC,75.40,0,5.258,unstable,EQUAL,170,4,4,S,,,-7.713,0.05,,1.70E+02
205Rn,,86,5/2-,A,24.60,0,6.386,unstable,EQUAL,170,4,4,S,,,-7.713,0.05,,1.70E+02
206Rn,,86,0+,A,62.00,0,6.384,unstable,EQUAL,5.67,0.17,0.17,M,,,-9.116,0.014,,3.40E+02
206Rn,,86,0+,EC,38.00,0,3.304,unstable,EQUAL,5.67,0.17,0.17,M,,,-9.116,0.014,,3.40E+02
207Rn,,86,5/2-,EC,79.00,0,4.612,unstable,EQUAL,9.25,0.17,0.17,M,,,-8.634,0.008,,5.55E+02
207Rn,,86,5/2-,A,21.00,0,6.251,unstable,EQUAL,9.25,0.17,0.17,M,,,-8.634,0.008,,5.55E+02
207Rn,M,86,13/2+,IT,100.00,0.8991,0.899,unstable,EQUAL,184.5,0.9,0.9,US,,,-7.7349,0.008,,1.84E-04
208Rn,,86,0+,A,62.00,0,6.261,unstable,EQUAL,24.35,0.14,0.14,M,,,-9.66,0.011,,1.46E+03
208Rn,,86,0+,EC,38.00,0,2.843,unstable,EQUAL,24.35,0.14,0.14,M,,,-9.66,0.011,,1.46E+03
209Rn,,86,5/2-,EC,83.00,0,3.951,unstable,EQUAL,28.5,1,1,M,,,-8.928,0.019,,1.71E+03
209Rn,,86,5/2-,A,17.00,0,6.155,unstable,EQUAL,28.5,1,1,M,,,-8.928,0.019,,1.71E+03
210Rn,,86,0+,A,96.00,0,6.159,unstable,EQUAL,2.4,0.1,0.1,H,,,-9.601,0.004,,8.64E+03
210Rn,,86,0+,EC,4.00,0,2.374,unstable,EQUAL,2.4,0.1,0.1,H,,,-9.601,0.004,,8.64E+03
211Rn,,86,1/2-,EC,72.60,0,2.892,unstable,EQUAL,14.6,0.2,0.2,H,,,-8.756,0.006,,5.26E+04
211Rn,,86,1/2-,A,27.40,0,5.965,unstable,EQUAL,14.6,0.2,0.2,H,,,-8.756,0.006,,5.26E+04
212Rn,,86,0+,A,100.00,0,6.385,unstable,EQUAL,23.9,1.2,1.2,M,,,-8.66,0.003,,1.43E+03
213Rn,,86,(9/2+),A,100.00,0,8.243,unstable,EQUAL,19.5,0.1,0.1,MS,,,-5.699,0.005,,1.95E-02
214Rn,,86,0+,A,100.00,0,9.208,unstable,EQUAL,0.27,0.02,0.02,US,,,-4.32,0.009,,2.70E-07
214Rn,M,86,6+,IT,<100.00,1.4427,1.443,unstable,EQUAL,0.69,0.21,0.21,NS,,,-2.8773,0.009,,6.90E-10
214!N,M,86,6+,A,>0.00,1.4427,10.651,unstable,EQUAL,0.69,0.21,0.21,NS,,,-2.8773,0.009,,6.90E-10
214Rn,M,86,8+,IT,@90.00,1.6251,1.625,unstable,EQUAL,6.5,3,3,NS,,,-2.6949,0.009,,6.50E-09
214Rn,M,86,8+,A,@10.00,1.6251,10.833,unstable,EQUAL,6.5,3,3,NS,,,-2.6949,0.009,,6.50E-09
215Rn,,86,9/2+,A,100.00,0,8.839,unstable,EQUAL,2.30,1,1,US,,,-1.169,0.007,,2.30E-06
216Rn,,86,0+,A,100.00,0,8.2,unstable,EQUAL,45,5,5,US,,,0.254,0.007,,4.50E-05
217Rn,,86,9/2+,A,100.00,0,7.887,unstable,EQUAL,0.54,0.05,0.05,MS,,,3.657,0.004,,5.40E-04
218Rn,,86,0+,A,100.00,0,7.263,unstable,EQUAL,35,5,5,MS,,,5.216,0.002,,3.50E-02
219Rn,,86,5/2+,A,100.00,0,6.946,unstable,EQUAL,3.96,0.01,0.01,S,,,8.831,0.002,,3.96E+00
220Rn,,86,0+,A,100.00,0,6.405,unstable,EQUAL,55.6,0.1,0.1,S,,,10.607,0.002,,5.56E+01
221Rn,,86,7/2+,B-,78.00,0,1.194,unstable,EQUAL,25,2,2,M,,,14.473,0.005,,1.50E+03
221Rn,,86,7/2+,A,22.00,0,6.147,unstable,EQUAL,25,2,2,M,,,14.473,0.005,,1.50E+03
222Rn,,86,0+,A,100.00,0,5.59,unstable,EQUAL,3.8235,0.0003,0.0003,D,,,16.373,0.002,,3.30E+05
223Rn,,86,7/2,B-,100.00,0,1.913,unstable,EQUAL,24.3,0.4,0.4,M,,,20.395,0.01,,1.46E+03
224Rn,,86,0+,B-,100.00,0,0.783,unstable,EQUAL,107,3,3,M,,,22.435,0.014,,6.42E+03
225Rn,,86,7/2-,B-,100.00,0,2.678,unstable,EQUAL,4.66,0.04,0.04,M,,,26.555,0.021,,2.80E+02
226Rn,,86,0+,B-,100.00,0,1.401,unstable,EQUAL,7.4,0.1,0.1,M,,,28.739,0.015,,4.44E+02
227Rn,,86,,B-,100.00,0,3.326,unstable,EQUAL,20.8,0.7,0.7,S,,,32.874,0.017,,2.08E+01
228Rn,,86,0+,B-,100.00,0,2.102,unstable,EQUAL,65,2,2,S,,,35.249,0.022,,6.50E+01
229Rn,,86,,B-,100.00,0,0,unstable,EQUAL,12.0,12,13,S,,,39.362,0.013,,1.20E+01
230Rn,,86,0+,B-,,0,0,unstable,GT,300,,,NS,,,42.094,0.196,S,3.00E-07
231Rn,,86,,B-,,0,0,unstable,GT,300,,,NS,,,46.454,0.298,S,3.00E-07
199Fr,,87,,A,>0.00,0,7.812,unstable,EQUAL,12,10,4,MS,,,6.76,0.041,,1.20E-02
199Fr,,87,,EC,,0,8.279,unstable,EQUAL,12,10,4,MS,,,6.76,0.041,,1.20E-02
200Fr,,87,(3+),A,100.00,0,7.621,unstable,EQUAL,49,4,4,MS,,,6.124,0.078,,4.90E-02
201Fr,,87,(9/2-),A,100.00,0,7.516,unstable,EQUAL,62,5,5,MS,,,3.601,0.071,,6.20E-02
201Fr,M,87,(1/2+),A,100.00,0,7.516,unstable,EQUAL,19,19,6,MS,,,3.601,0.071,,1.90E-02
202Fr,,87,(3+),A,100.00,0,7.389,unstable,EQUAL,0.30,0.5,0.5,S,,,3.162,0.015,,3.00E-01
202Fr,M,87,(10-),A,100.00,0,7.389,unstable,EQUAL,0.29,0.05,0.05,S,,,3.162,0.015,,2.90E-01
203Fr,,87,(9/2-),A,&100.00,0,7.256,unstable,EQUAL,0.55,0.01,0.01,S,,,0.877,0.006,,5.50E-01
204Fr,,87,(3+),A,92.00,0,7.171,unstable,EQUAL,1.8,0.3,0.3,S,,,0.607,0.024,,1.80E+00
204Fr,,87,(3+),EC,8.00,0,8.593,unstable,EQUAL,1.8,0.3,0.3,S,,,0.607,0.024,,1.80E+00
204Fr,M,87,(7+),A,90.00,0.041,7.212,unstable,EQUAL,1.6,0.5,0.3,S,,,0.648,0.024,,1.60E+00
204Fr,M,87,(7+),EC,10.00,0.041,8.634,unstable,EQUAL,1.6,0.5,0.3,S,,,0.648,0.024,,1.60E+00
204Fr,M,87,(10-),A,74.00,0.316,7.487,unstable,EQUAL,0.8,0.2,0.2,S,,,0.923,0.024,,8.00E-01
204Fr,M,87,(10-),EC,26.00,0.316,8.909,unstable,EQUAL,0.8,0.2,0.2,S,,,0.923,0.024,,8.00E-01
205Fr,,87,(9/2-),A,98.50,0,7.055,unstable,EQUAL,3.97,0.04,0.04,S,,,-1.309,0.007,,3.97E+00
205Fr,,87,(9/2-),EC,1.50,0,6.404,unstable,EQUAL,3.97,0.04,0.04,S,,,-1.309,0.007,,3.97E+00
206Fr,,87,(2+,3+),A,@84.00,0,6.923,unstable,AP,16,,,S,,,-1.242,0.028,,1.60E+01
206Fr,,87,(2+,3+),EC,@16.00,0,7.873,unstable,AP,16,,,S,,,-1.242,0.028,,1.60E+01
206Fr,M,87,(7+),A,@84.00,0,6.923,unstable,AP,16,,,S,,,-1.242,0.028,,1.60E+01
206Fr,M,87,(7+),EC,@16.00,0,7.873,unstable,AP,16,,,S,,,-1.242,0.028,,1.60E+01
206Fr,M,87,(10-),IT,95.00,0.531,0.531,unstable,EQUAL,0.7,0.1,0.1,S,,,-0.711,0.028,,7.00E-01
206Fr,M,87,(10-),A,5.00,0.531,7.454,unstable,EQUAL,0.7,0.1,0.1,S,,,-0.711,0.028,,7.00E-01
207Fr,,87,9/2-,A,95.00,0,6.897,unstable,EQUAL,14.8,0.1,0.1,S,,,-2.842,0.05,,1.48E+01
207Fr,,87,9/2-,EC,5.00,0,5.789,unstable,EQUAL,14.8,0.1,0.1,S,,,-2.842,0.05,,1.48E+01
208Fr,,87,7+,A,89.00,0,6.785,unstable,EQUAL,59.1,0.3,0.3,S,,,-2.67,0.052,,5.91E+01
208Fr,,87,7+,EC,11.00,0,6.983,unstable,EQUAL,59.1,0.3,0.3,S,,,-2.67,0.052,,5.91E+01
209Fr,,87,9/2-,A,89.00,0,6.777,unstable,EQUAL,50.5,0.7,0.7,S,,,-3.769,0.014,,5.05E+01
209Fr,,87,9/2-,EC,11.00,0,5.159,unstable,EQUAL,50.5,0.7,0.7,S,,,-3.769,0.014,,5.05E+01
209Fr,M,87,,IT,100.00,0,0,unstable,EQUAL,450,50,50,NS,,,-3.769,0.014,,4.50E-07
210Fr,,87,6+,A,71.00,0,6.648,unstable,EQUAL,3.18,0.06,0.06,M,,,-3.332,0.015,,1.91E+02
